Libros de formación
"1.- Libros de formación : Introducción a la evaluación clínica neuropsicológica del adulto
Colombia, 2020, ISBN: 9789587391916, Ed. Editorial Universidad El bosque 
Autores: ANA MARIA SALAZAR MONTES "
