Manuales y Guías Especializadas 
"1.- Manuales y Guías Especializadas : Guía práctica para un envejecimiento saludable
Colombia, 2024, ISBN: 978-628-957-062-5, Ed. Klasse Editorial sas 
Autores: ANA MARIA SALAZAR MONTES "
